filename,target
aclImdb/train/pos/8123_8.txt,1
aclImdb/train/neg/4954_2.txt,0
aclImdb/train/neg/8728_4.txt,0
aclImdb/train/neg/3036_2.txt,0
aclImdb/train/pos/251_10.txt,1
aclImdb/train/pos/10899_10.txt,1
aclImdb/train/pos/4491_10.txt,1
aclImdb/train/neg/5854_1.txt,0
aclImdb/train/neg/11720_2.txt,0
aclImdb/train/neg/8694_2.txt,0
aclImdb/train/neg/9045_1.txt,0
aclImdb/train/neg/5504_1.txt,0
aclImdb/train/neg/3280_1.txt,0
aclImdb/train/neg/12156_3.txt,0
aclImdb/train/pos/4166_9.txt,1
aclImdb/train/pos/5038_10.txt,1
aclImdb/train/pos/11105_10.txt,1
aclImdb/train/neg/5702_1.txt,0
aclImdb/train/pos/84_10.txt,1
aclImdb/train/pos/2372_8.txt,1
aclImdb/train/pos/615_10.txt,1
aclImdb/train/pos/589_10.txt,1
aclImdb/train/neg/5400_4.txt,0
aclImdb/train/pos/10657_8.txt,1
aclImdb/train/neg/7765_4.txt,0
aclImdb/train/neg/5629_2.txt,0
aclImdb/train/pos/7983_9.txt,1
aclImdb/train/pos/1118_10.txt,1
aclImdb/train/neg/4242_2.txt,0
aclImdb/train/neg/1815_2.txt,0
aclImdb/train/pos/6692_9.txt,1
aclImdb/train/pos/12476_10.txt,1
aclImdb/train/neg/6463_2.txt,0
aclImdb/train/pos/10303_7.txt,1
aclImdb/train/neg/7611_4.txt,0
aclImdb/train/pos/9241_10.txt,1
aclImdb/train/pos/6169_10.txt,1
aclImdb/train/neg/8853_3.txt,0
aclImdb/train/neg/9913_3.txt,0
aclImdb/train/neg/2101_4.txt,0
aclImdb/train/neg/8667_3.txt,0
aclImdb/train/neg/12051_2.txt,0
aclImdb/train/pos/4265_8.txt,1
aclImdb/train/neg/3817_1.txt,0
aclImdb/train/pos/8155_7.txt,1
aclImdb/train/neg/3265_2.txt,0
aclImdb/train/pos/6772_10.txt,1
aclImdb/train/pos/5698_8.txt,1
aclImdb/train/pos/7590_10.txt,1
aclImdb/train/pos/10031_10.txt,1
aclImdb/train/pos/385_10.txt,1
aclImdb/train/pos/9258_10.txt,1
aclImdb/train/pos/10844_9.txt,1
aclImdb/train/pos/1698_10.txt,1
aclImdb/train/neg/463_4.txt,0
aclImdb/train/pos/8879_7.txt,1
aclImdb/train/neg/1683_1.txt,0
aclImdb/train/pos/12068_9.txt,1
aclImdb/train/pos/7953_9.txt,1
aclImdb/train/neg/810_1.txt,0
aclImdb/train/pos/7884_7.txt,1
aclImdb/train/neg/11748_1.txt,0
aclImdb/train/pos/8339_10.txt,1
aclImdb/train/neg/11324_3.txt,0
aclImdb/train/neg/3718_1.txt,0
aclImdb/train/pos/6124_7.txt,1
aclImdb/train/neg/4633_3.txt,0
aclImdb/train/neg/348_2.txt,0
aclImdb/train/neg/10487_2.txt,0
aclImdb/train/pos/5840_7.txt,1
aclImdb/train/pos/10694_7.txt,1
aclImdb/train/pos/11332_8.txt,1
aclImdb/train/neg/10067_3.txt,0
aclImdb/train/pos/4064_10.txt,1
aclImdb/train/pos/4983_7.txt,1
aclImdb/train/neg/1107_1.txt,0
aclImdb/train/neg/6911_1.txt,0
aclImdb/train/pos/2135_8.txt,1
aclImdb/train/pos/11616_8.txt,1
aclImdb/train/neg/1749_3.txt,0
aclImdb/train/pos/9438_10.txt,1
aclImdb/train/pos/11336_7.txt,1
aclImdb/train/pos/7676_9.txt,1
aclImdb/train/neg/5169_2.txt,0
aclImdb/train/pos/7587_9.txt,1
aclImdb/train/pos/3661_10.txt,1
aclImdb/train/neg/3373_1.txt,0
aclImdb/train/pos/8735_8.txt,1
aclImdb/train/neg/9174_4.txt,0
aclImdb/train/pos/10075_9.txt,1
aclImdb/train/pos/11882_8.txt,1
aclImdb/train/pos/9974_8.txt,1
aclImdb/train/pos/4940_7.txt,1
aclImdb/train/neg/336_1.txt,0
aclImdb/train/pos/12006_10.txt,1
aclImdb/train/neg/11697_4.txt,0
aclImdb/train/pos/5447_10.txt,1
aclImdb/train/neg/3959_1.txt,0
aclImdb/train/pos/7658_10.txt,1
aclImdb/train/pos/2716_10.txt,1
aclImdb/train/pos/3023_7.txt,1
aclImdb/train/neg/2895_4.txt,0
aclImdb/train/pos/330_10.txt,1
aclImdb/train/pos/5432_7.txt,1
aclImdb/train/pos/7744_10.txt,1
aclImdb/train/pos/2870_10.txt,1
aclImdb/train/neg/2191_3.txt,0
aclImdb/train/neg/5006_1.txt,0
aclImdb/train/pos/8410_10.txt,1
aclImdb/train/pos/1647_10.txt,1
aclImdb/train/neg/2120_2.txt,0
aclImdb/train/neg/4445_4.txt,0
aclImdb/train/pos/8105_8.txt,1
aclImdb/train/pos/9330_8.txt,1
aclImdb/train/neg/4782_4.txt,0
aclImdb/train/pos/2573_10.txt,1
aclImdb/train/neg/1713_1.txt,0
aclImdb/train/pos/8889_8.txt,1
aclImdb/train/pos/2846_10.txt,1
aclImdb/train/neg/1442_1.txt,0
aclImdb/train/pos/5239_7.txt,1
aclImdb/train/neg/9098_1.txt,0
aclImdb/train/neg/7496_4.txt,0
aclImdb/train/pos/104_10.txt,1
aclImdb/train/pos/11012_9.txt,1
aclImdb/train/pos/7782_7.txt,1
aclImdb/train/pos/57_10.txt,1
aclImdb/train/neg/6007_4.txt,0
aclImdb/train/neg/1183_2.txt,0
aclImdb/train/pos/7942_10.txt,1
aclImdb/train/pos/9287_9.txt,1
aclImdb/train/pos/9185_9.txt,1
aclImdb/train/neg/12041_1.txt,0
aclImdb/train/pos/381_10.txt,1
aclImdb/train/neg/9675_4.txt,0
aclImdb/train/pos/9998_9.txt,1
aclImdb/train/neg/5058_1.txt,0
aclImdb/train/neg/7869_2.txt,0
aclImdb/train/pos/6471_10.txt,1
aclImdb/train/neg/748_1.txt,0
aclImdb/train/neg/6656_2.txt,0
aclImdb/train/neg/7316_1.txt,0
aclImdb/train/neg/5263_1.txt,0
aclImdb/train/pos/2129_8.txt,1
aclImdb/train/neg/5491_1.txt,0
aclImdb/train/neg/6320_1.txt,0
aclImdb/train/pos/1607_9.txt,1
aclImdb/train/pos/7167_9.txt,1
aclImdb/train/pos/12372_7.txt,1
aclImdb/train/pos/8088_7.txt,1
aclImdb/train/neg/6549_1.txt,0
aclImdb/train/pos/10286_9.txt,1
aclImdb/train/pos/8654_9.txt,1
aclImdb/train/pos/7558_8.txt,1
aclImdb/train/pos/7771_9.txt,1
aclImdb/train/neg/5484_4.txt,0
aclImdb/train/neg/4193_3.txt,0
aclImdb/train/neg/10215_2.txt,0
aclImdb/train/pos/8645_8.txt,1
aclImdb/train/pos/11744_9.txt,1
aclImdb/train/neg/4085_2.txt,0
aclImdb/train/neg/8778_3.txt,0
aclImdb/train/pos/8407_7.txt,1
aclImdb/train/neg/5043_3.txt,0
aclImdb/train/neg/11062_2.txt,0
aclImdb/train/pos/1269_8.txt,1
aclImdb/train/neg/10875_2.txt,0
aclImdb/train/neg/844_1.txt,0
aclImdb/train/pos/848_8.txt,1
aclImdb/train/neg/11641_1.txt,0
aclImdb/train/pos/12207_8.txt,1
aclImdb/train/neg/5534_4.txt,0
aclImdb/train/neg/7782_2.txt,0
aclImdb/train/neg/1812_1.txt,0
aclImdb/train/neg/1636_1.txt,0
aclImdb/train/pos/2228_7.txt,1
aclImdb/train/neg/11285_1.txt,0
aclImdb/train/pos/7899_10.txt,1
aclImdb/train/neg/5090_4.txt,0
aclImdb/train/neg/1996_3.txt,0
aclImdb/train/pos/6018_9.txt,1
aclImdb/train/neg/7452_4.txt,0
aclImdb/train/neg/12084_3.txt,0
aclImdb/train/pos/12061_10.txt,1
aclImdb/train/pos/2238_9.txt,1
aclImdb/train/neg/11310_1.txt,0
aclImdb/train/pos/4190_10.txt,1
aclImdb/train/pos/1909_10.txt,1
aclImdb/train/pos/1427_9.txt,1
aclImdb/train/pos/7420_7.txt,1
aclImdb/train/neg/11578_1.txt,0
aclImdb/train/neg/11927_1.txt,0
aclImdb/train/pos/1180_9.txt,1
aclImdb/train/neg/4200_1.txt,0
aclImdb/train/pos/4020_10.txt,1
aclImdb/train/neg/6975_3.txt,0
aclImdb/train/pos/2621_8.txt,1
aclImdb/train/pos/5399_8.txt,1
aclImdb/train/pos/12495_7.txt,1
aclImdb/train/pos/1028_10.txt,1
aclImdb/train/pos/8994_8.txt,1
aclImdb/train/pos/4560_10.txt,1
aclImdb/train/neg/3631_3.txt,0
aclImdb/train/pos/12175_7.txt,1
aclImdb/train/pos/4845_9.txt,1
aclImdb/train/neg/7581_2.txt,0
aclImdb/train/neg/4231_1.txt,0
aclImdb/train/pos/11280_8.txt,1
aclImdb/train/pos/11566_10.txt,1
aclImdb/train/pos/7574_10.txt,1
aclImdb/train/pos/10573_10.txt,1
aclImdb/train/pos/435_8.txt,1
aclImdb/train/pos/2012_8.txt,1
aclImdb/train/pos/1990_10.txt,1
aclImdb/train/pos/8031_9.txt,1
aclImdb/train/pos/3947_7.txt,1
aclImdb/train/pos/3046_10.txt,1
aclImdb/train/pos/8944_8.txt,1
aclImdb/train/neg/1149_3.txt,0
aclImdb/train/neg/11220_1.txt,0
aclImdb/train/neg/3470_1.txt,0
aclImdb/train/neg/12016_1.txt,0
aclImdb/train/neg/11916_3.txt,0
aclImdb/train/neg/5042_3.txt,0
aclImdb/train/pos/7515_8.txt,1
aclImdb/train/pos/10987_8.txt,1
aclImdb/train/pos/9477_9.txt,1
aclImdb/train/pos/11077_8.txt,1
aclImdb/train/pos/674_10.txt,1
aclImdb/train/pos/8576_8.txt,1
aclImdb/train/pos/6970_8.txt,1
aclImdb/train/pos/1941_9.txt,1
aclImdb/train/neg/7109_2.txt,0
aclImdb/train/pos/4986_8.txt,1
aclImdb/train/neg/6961_2.txt,0
aclImdb/train/neg/10219_2.txt,0
aclImdb/train/pos/8176_8.txt,1
aclImdb/train/pos/348_7.txt,1
aclImdb/train/neg/9490_1.txt,0
aclImdb/train/neg/6451_3.txt,0
aclImdb/train/neg/2279_2.txt,0
aclImdb/train/neg/12251_3.txt,0
aclImdb/train/pos/1898_9.txt,1
aclImdb/train/pos/3768_10.txt,1
aclImdb/train/pos/7861_10.txt,1
aclImdb/train/pos/8011_10.txt,1
aclImdb/train/pos/10452_10.txt,1
aclImdb/train/pos/11588_10.txt,1
aclImdb/train/neg/3965_3.txt,0
aclImdb/train/pos/1057_9.txt,1
aclImdb/train/neg/3465_4.txt,0
aclImdb/train/neg/1600_1.txt,0
aclImdb/train/neg/4682_4.txt,0
aclImdb/train/neg/6924_1.txt,0
aclImdb/train/pos/1581_7.txt,1
aclImdb/train/pos/1448_8.txt,1
aclImdb/train/neg/3112_2.txt,0
aclImdb/train/pos/2696_8.txt,1
aclImdb/train/neg/10618_1.txt,0
aclImdb/train/neg/11354_1.txt,0
aclImdb/train/pos/3676_8.txt,1
aclImdb/train/neg/3619_3.txt,0
aclImdb/train/neg/3969_1.txt,0
aclImdb/train/neg/1011_2.txt,0
aclImdb/train/pos/10526_9.txt,1
aclImdb/train/pos/12296_8.txt,1
aclImdb/train/pos/10748_10.txt,1
aclImdb/train/neg/11670_1.txt,0
aclImdb/train/pos/4216_10.txt,1
aclImdb/train/pos/1154_10.txt,1
aclImdb/train/pos/4098_10.txt,1
aclImdb/train/neg/1536_3.txt,0
aclImdb/train/neg/2807_3.txt,0
aclImdb/train/neg/211_4.txt,0
aclImdb/train/pos/10242_8.txt,1
aclImdb/train/pos/1034_7.txt,1
aclImdb/train/neg/860_1.txt,0
aclImdb/train/neg/1288_4.txt,0
aclImdb/train/pos/5804_10.txt,1
aclImdb/train/neg/6162_1.txt,0
aclImdb/train/pos/372_10.txt,1
aclImdb/train/neg/7427_3.txt,0
aclImdb/train/pos/826_9.txt,1
aclImdb/train/neg/4504_1.txt,0
aclImdb/train/neg/2643_1.txt,0
aclImdb/train/pos/2499_10.txt,1
aclImdb/train/neg/8873_3.txt,0
aclImdb/train/pos/8643_7.txt,1
aclImdb/train/pos/7849_9.txt,1
aclImdb/train/neg/5632_1.txt,0
aclImdb/train/pos/5789_9.txt,1
aclImdb/train/neg/1019_1.txt,0
aclImdb/train/neg/1523_1.txt,0
aclImdb/train/neg/7675_1.txt,0
aclImdb/train/pos/4093_8.txt,1
aclImdb/train/pos/8577_8.txt,1
aclImdb/train/pos/5442_8.txt,1
aclImdb/train/pos/3274_8.txt,1
aclImdb/train/pos/5474_9.txt,1
aclImdb/train/neg/10855_1.txt,0
aclImdb/train/neg/4185_3.txt,0
aclImdb/train/neg/11638_4.txt,0
aclImdb/train/pos/4639_10.txt,1
aclImdb/train/neg/5819_4.txt,0
aclImdb/train/pos/9692_10.txt,1
aclImdb/train/neg/11286_1.txt,0
aclImdb/train/neg/7298_1.txt,0
aclImdb/train/neg/4455_3.txt,0
aclImdb/train/neg/6755_4.txt,0
aclImdb/train/neg/4662_4.txt,0
aclImdb/train/neg/908_1.txt,0
aclImdb/train/pos/5093_10.txt,1
aclImdb/train/pos/6882_9.txt,1
aclImdb/train/pos/5240_7.txt,1
aclImdb/train/pos/77_7.txt,1
aclImdb/train/pos/3887_10.txt,1
aclImdb/train/pos/4964_10.txt,1
aclImdb/train/pos/10144_8.txt,1
aclImdb/train/pos/5434_9.txt,1
aclImdb/train/pos/2115_10.txt,1
aclImdb/train/neg/4796_1.txt,0
aclImdb/train/neg/9764_1.txt,0
aclImdb/train/neg/11084_4.txt,0
aclImdb/train/neg/6127_3.txt,0
aclImdb/train/neg/8064_2.txt,0
aclImdb/train/pos/831_9.txt,1
aclImdb/train/neg/544_4.txt,0
aclImdb/train/neg/3293_1.txt,0
aclImdb/train/pos/3651_10.txt,1
aclImdb/train/neg/3436_2.txt,0
aclImdb/train/pos/4625_10.txt,1
aclImdb/train/neg/7106_1.txt,0
aclImdb/train/neg/4858_1.txt,0
aclImdb/train/pos/8764_8.txt,1
aclImdb/train/neg/9530_4.txt,0
aclImdb/train/neg/8876_4.txt,0
aclImdb/train/neg/2211_3.txt,0
aclImdb/train/pos/7010_10.txt,1
aclImdb/train/pos/6603_8.txt,1
aclImdb/train/neg/7661_1.txt,0
aclImdb/train/neg/9544_2.txt,0
aclImdb/train/pos/5303_10.txt,1
aclImdb/train/pos/3176_9.txt,1
aclImdb/train/neg/8002_1.txt,0
aclImdb/train/pos/8617_9.txt,1
aclImdb/train/neg/5577_1.txt,0
aclImdb/train/pos/4402_8.txt,1
aclImdb/train/neg/1185_4.txt,0
aclImdb/train/pos/5328_8.txt,1
aclImdb/train/pos/9538_10.txt,1
aclImdb/train/neg/9462_1.txt,0
aclImdb/train/pos/884_8.txt,1
aclImdb/train/pos/79_10.txt,1
aclImdb/train/neg/10025_1.txt,0
aclImdb/train/pos/4077_10.txt,1
aclImdb/train/neg/7855_1.txt,0
aclImdb/train/neg/5408_3.txt,0
aclImdb/train/pos/6630_10.txt,1
aclImdb/train/pos/8458_10.txt,1
aclImdb/train/pos/5971_7.txt,1
aclImdb/train/neg/11992_4.txt,0
aclImdb/train/pos/12340_8.txt,1
aclImdb/train/pos/11445_7.txt,1
aclImdb/train/neg/8069_1.txt,0
aclImdb/train/neg/6603_3.txt,0
aclImdb/train/neg/5317_2.txt,0
aclImdb/train/pos/895_10.txt,1
aclImdb/train/pos/6637_8.txt,1
aclImdb/train/neg/628_2.txt,0
aclImdb/train/neg/7944_2.txt,0
aclImdb/train/neg/12262_3.txt,0
aclImdb/train/pos/12297_7.txt,1
aclImdb/train/pos/1398_7.txt,1
aclImdb/train/neg/11689_2.txt,0
aclImdb/train/pos/11215_10.txt,1
aclImdb/train/neg/6114_1.txt,0
aclImdb/train/neg/261_4.txt,0
aclImdb/train/neg/2533_4.txt,0
aclImdb/train/neg/5515_3.txt,0
aclImdb/train/pos/4687_8.txt,1
aclImdb/train/pos/11460_10.txt,1
aclImdb/train/pos/7352_10.txt,1
aclImdb/train/pos/7694_10.txt,1
aclImdb/train/pos/7150_9.txt,1
aclImdb/train/neg/11145_1.txt,0
aclImdb/train/pos/2866_9.txt,1
aclImdb/train/pos/9163_10.txt,1
aclImdb/train/neg/12203_2.txt,0
aclImdb/train/neg/7165_1.txt,0
aclImdb/train/pos/2611_9.txt,1
aclImdb/train/neg/11572_1.txt,0
aclImdb/train/pos/4998_9.txt,1
aclImdb/train/pos/990_9.txt,1
aclImdb/train/pos/1968_8.txt,1
aclImdb/train/pos/3819_8.txt,1
aclImdb/train/pos/7925_7.txt,1
aclImdb/train/pos/9454_10.txt,1
aclImdb/train/pos/7347_10.txt,1
aclImdb/train/pos/9131_9.txt,1
aclImdb/train/neg/4770_2.txt,0
aclImdb/train/pos/4836_8.txt,1
aclImdb/train/pos/3233_10.txt,1
aclImdb/train/neg/3316_2.txt,0
aclImdb/train/pos/11201_7.txt,1
aclImdb/train/neg/2573_4.txt,0
aclImdb/train/pos/12110_8.txt,1
aclImdb/train/pos/1505_9.txt,1
aclImdb/train/neg/9973_4.txt,0
aclImdb/train/neg/877_3.txt,0
aclImdb/train/pos/5869_10.txt,1
aclImdb/train/neg/557_2.txt,0
aclImdb/train/neg/8515_2.txt,0
aclImdb/train/pos/6921_9.txt,1
aclImdb/train/pos/4285_10.txt,1
aclImdb/train/neg/11225_3.txt,0
aclImdb/train/pos/4949_8.txt,1
aclImdb/train/pos/8539_8.txt,1
aclImdb/train/pos/4208_10.txt,1
aclImdb/train/pos/3856_10.txt,1
aclImdb/train/neg/7572_1.txt,0
aclImdb/train/neg/7830_4.txt,0
aclImdb/train/pos/1454_7.txt,1
aclImdb/train/neg/2716_4.txt,0
aclImdb/train/pos/4679_10.txt,1
aclImdb/train/pos/4128_10.txt,1
aclImdb/train/pos/6197_10.txt,1
aclImdb/train/neg/11348_4.txt,0
aclImdb/train/neg/5476_4.txt,0
aclImdb/train/neg/8413_4.txt,0
aclImdb/train/neg/1512_2.txt,0
aclImdb/train/neg/4653_2.txt,0
aclImdb/train/pos/10872_7.txt,1
aclImdb/train/pos/5260_10.txt,1
aclImdb/train/pos/1763_9.txt,1
aclImdb/train/pos/10653_10.txt,1
aclImdb/train/pos/10381_10.txt,1
aclImdb/train/pos/9447_8.txt,1
aclImdb/train/pos/9587_10.txt,1
aclImdb/train/neg/9926_2.txt,0
aclImdb/train/pos/7261_8.txt,1
aclImdb/train/pos/5791_9.txt,1
aclImdb/train/neg/10359_1.txt,0
aclImdb/train/pos/3051_9.txt,1
aclImdb/train/pos/113_10.txt,1
aclImdb/train/pos/9720_8.txt,1
aclImdb/train/pos/9836_9.txt,1
aclImdb/train/neg/2198_1.txt,0
aclImdb/train/pos/11188_10.txt,1
aclImdb/train/neg/764_2.txt,0
aclImdb/train/neg/6674_3.txt,0
aclImdb/train/pos/2500_9.txt,1
aclImdb/train/pos/6122_8.txt,1
aclImdb/train/neg/4058_2.txt,0
aclImdb/train/pos/5673_9.txt,1
aclImdb/train/neg/9138_1.txt,0
aclImdb/train/pos/5113_10.txt,1
aclImdb/train/neg/8616_1.txt,0
aclImdb/train/neg/8514_1.txt,0
aclImdb/train/pos/4102_10.txt,1
aclImdb/train/neg/7736_2.txt,0
aclImdb/train/neg/377_1.txt,0
aclImdb/train/pos/10355_9.txt,1
aclImdb/train/pos/3515_7.txt,1
aclImdb/train/pos/7065_7.txt,1
aclImdb/train/neg/3791_1.txt,0
aclImdb/train/pos/5309_7.txt,1
aclImdb/train/neg/9929_2.txt,0
aclImdb/train/pos/3090_10.txt,1
aclImdb/train/pos/2674_7.txt,1
aclImdb/train/neg/3504_4.txt,0
aclImdb/train/pos/10588_10.txt,1
aclImdb/train/pos/7868_8.txt,1
aclImdb/train/neg/10981_2.txt,0
aclImdb/train/pos/5860_8.txt,1
aclImdb/train/pos/3196_10.txt,1
aclImdb/train/pos/4401_9.txt,1
aclImdb/train/neg/9598_4.txt,0
aclImdb/train/neg/7291_2.txt,0
aclImdb/train/neg/3768_3.txt,0
aclImdb/train/pos/5660_10.txt,1
aclImdb/train/pos/5008_10.txt,1
aclImdb/train/pos/6114_7.txt,1
aclImdb/train/pos/12184_10.txt,1
aclImdb/train/neg/3427_1.txt,0
aclImdb/train/neg/7162_1.txt,0
aclImdb/train/pos/8187_9.txt,1
aclImdb/train/pos/2534_8.txt,1
aclImdb/train/neg/9215_1.txt,0
aclImdb/train/neg/976_3.txt,0
aclImdb/train/neg/10734_4.txt,0
aclImdb/train/neg/3193_2.txt,0
aclImdb/train/pos/7076_10.txt,1
aclImdb/train/pos/147_9.txt,1
aclImdb/train/neg/139_4.txt,0
aclImdb/train/neg/2900_1.txt,0
aclImdb/train/pos/6797_8.txt,1
aclImdb/train/neg/7948_4.txt,0
aclImdb/train/pos/11442_10.txt,1
aclImdb/train/neg/9422_1.txt,0
aclImdb/train/neg/6489_1.txt,0
aclImdb/train/pos/5564_10.txt,1
aclImdb/train/pos/5213_8.txt,1
aclImdb/train/neg/11607_1.txt,0
aclImdb/train/neg/10587_1.txt,0
aclImdb/train/pos/6112_7.txt,1
aclImdb/train/neg/853_1.txt,0
aclImdb/train/pos/6571_10.txt,1
aclImdb/train/pos/7253_10.txt,1
aclImdb/train/neg/5756_3.txt,0
aclImdb/train/pos/6011_8.txt,1
aclImdb/train/pos/1569_10.txt,1
aclImdb/train/pos/9122_7.txt,1
aclImdb/train/pos/2950_10.txt,1
aclImdb/train/pos/3798_9.txt,1
aclImdb/train/pos/5861_8.txt,1
aclImdb/train/pos/630_10.txt,1
aclImdb/train/neg/11456_1.txt,0
aclImdb/train/neg/4077_1.txt,0
aclImdb/train/pos/3828_10.txt,1
aclImdb/train/neg/2513_4.txt,0
aclImdb/train/neg/1864_1.txt,0
aclImdb/train/neg/6839_2.txt,0
aclImdb/train/pos/7315_10.txt,1
aclImdb/train/pos/2930_10.txt,1
aclImdb/train/pos/4383_9.txt,1
aclImdb/train/pos/4003_9.txt,1
aclImdb/train/pos/237_10.txt,1
aclImdb/train/neg/942_2.txt,0
aclImdb/train/pos/7469_10.txt,1
aclImdb/train/neg/6224_2.txt,0
aclImdb/train/neg/2941_4.txt,0
aclImdb/train/pos/5828_9.txt,1
aclImdb/train/neg/2982_1.txt,0
aclImdb/train/neg/6738_1.txt,0
aclImdb/train/neg/1849_1.txt,0
aclImdb/train/neg/4732_4.txt,0
aclImdb/train/pos/3909_10.txt,1
aclImdb/train/neg/1641_1.txt,0
aclImdb/train/pos/6467_7.txt,1
aclImdb/train/neg/10465_2.txt,0
aclImdb/train/neg/8138_2.txt,0
aclImdb/train/pos/2613_9.txt,1
aclImdb/train/pos/782_9.txt,1
aclImdb/train/neg/7582_2.txt,0
aclImdb/train/neg/11483_2.txt,0
aclImdb/train/pos/2382_7.txt,1
aclImdb/train/pos/11930_10.txt,1
aclImdb/train/neg/8023_3.txt,0
aclImdb/train/pos/7038_9.txt,1
aclImdb/train/pos/2836_7.txt,1
aclImdb/train/pos/1058_10.txt,1
aclImdb/train/pos/9482_7.txt,1
aclImdb/train/pos/6876_8.txt,1
aclImdb/train/pos/7728_7.txt,1
aclImdb/train/pos/8979_10.txt,1
aclImdb/train/neg/12278_1.txt,0
aclImdb/train/neg/8772_1.txt,0
aclImdb/train/neg/519_1.txt,0
aclImdb/train/neg/7935_4.txt,0
aclImdb/train/pos/8969_7.txt,1
aclImdb/train/pos/11032_7.txt,1
aclImdb/train/pos/7256_9.txt,1
aclImdb/train/neg/4785_2.txt,0
aclImdb/train/neg/1401_3.txt,0
aclImdb/train/pos/1245_7.txt,1
aclImdb/train/neg/8467_1.txt,0
aclImdb/train/neg/5353_1.txt,0
aclImdb/train/neg/11497_3.txt,0
aclImdb/train/neg/10731_1.txt,0
aclImdb/train/pos/11147_9.txt,1
aclImdb/train/pos/1167_7.txt,1
aclImdb/train/pos/2614_9.txt,1
aclImdb/train/neg/2350_1.txt,0
aclImdb/train/pos/9845_8.txt,1
aclImdb/train/neg/3613_3.txt,0
aclImdb/train/pos/293_7.txt,1
aclImdb/train/pos/12135_10.txt,1
aclImdb/train/neg/10403_2.txt,0
aclImdb/train/pos/8791_10.txt,1
aclImdb/train/pos/10507_10.txt,1
aclImdb/train/pos/824_8.txt,1
aclImdb/train/pos/5372_7.txt,1
aclImdb/train/neg/6659_1.txt,0
aclImdb/train/neg/4914_1.txt,0
aclImdb/train/neg/12373_2.txt,0
aclImdb/train/pos/8468_7.txt,1
aclImdb/train/pos/10814_7.txt,1
aclImdb/train/neg/10338_2.txt,0
aclImdb/train/neg/9143_2.txt,0
aclImdb/train/pos/2097_9.txt,1
aclImdb/train/pos/6905_7.txt,1
aclImdb/train/pos/6526_7.txt,1
aclImdb/train/neg/3356_4.txt,0
aclImdb/train/pos/4278_10.txt,1
aclImdb/train/pos/11121_10.txt,1
aclImdb/train/neg/1923_4.txt,0
aclImdb/train/pos/5998_10.txt,1
aclImdb/train/pos/3167_7.txt,1
aclImdb/train/pos/3806_8.txt,1
aclImdb/train/neg/3462_1.txt,0
aclImdb/train/pos/2600_10.txt,1
aclImdb/train/pos/1732_10.txt,1
aclImdb/train/pos/6049_8.txt,1
aclImdb/train/pos/1625_7.txt,1
aclImdb/train/pos/1742_7.txt,1
aclImdb/train/neg/3260_3.txt,0
aclImdb/train/neg/4717_1.txt,0
aclImdb/train/pos/2776_8.txt,1
aclImdb/train/pos/8914_8.txt,1
aclImdb/train/pos/6281_8.txt,1
aclImdb/train/neg/6846_1.txt,0
aclImdb/train/neg/2154_1.txt,0
aclImdb/train/pos/2837_8.txt,1
